level_0,index,facility,plz,heat_supply,heat_consumption,power_consumption,district,year,facility_type,District_Overview,Heat_Consumption_per_District,Year_Overview,Facility_Type_Overview,District_Detail,Power_Consumption_District_Facility_Type_Year,District_Results,Power_Consumption_per_District,Facility_type_Overview,power_consumption,Facility_Type_Results,Heat_Consumption_per_Facility_Type
909,909,Kita Chausseestraße  27,14109,Gas,67891,0,Steglitz-Zehlendorf,2018,Kultur,,,,,,,,,,,,
910,910,HORT Claszeile 57,14165,Gas,319112,247,Steglitz-Zehlendorf,2018,Other,,,,,,,,,,,,
911,911,HORT Ihnestraße,14195,Fernwärme,97404,25948,Steglitz-Zehlendorf,2018,Platz,,,,,,,,,,,,
912,912,HORT Jaehnstraße,14163,Gas,80548,9089,Steglitz-Zehlendorf,2018,Platz,,,,,,,,,,,,
913,913,Kita Rathaus Wannsee / JFH  Wannsee,14109,Gas,308041,0,Steglitz-Zehlendorf,2018,Kultur,,,,,,,,,,,,
914,914,Kita Reha-Zentrum,14163,Gas,3114547,0,Steglitz-Zehlendorf,2018,Kultur,,,,,,,,,,,,
915,915,Kita Zentrum am Kleeblatt,14165,Gas,243905,4065,Steglitz-Zehlendorf,2018,Kultur,,,,,,,,,,,,
916,916,Haus der Jugend am Eichgarten 14,12167,Fernwärme,145486,13431,Steglitz-Zehlendorf,2018,Kultur,,,,,,,,,,,,
917,917,"Jugendfreizeitheim ""Haus der Jugend""",14163,Gas,192638,23437,Steglitz-Zehlendorf,2018,Kultur,,,,,,,,,,,,
918,918,Spielplatz Bergstraße 51,12169,Gas,26718,4402,Steglitz-Zehlendorf,2018,Platz,,,,,,,,,,,,
919,919,Jugendfreizeitheim Flemingstraße 14b,12163,Gas,250459,12077,Steglitz-Zehlendorf,2018,Platz,,,,,,,,,,,,
920,920,Jugendwerkheim Geraer Straße 43,12209,Gas,53519,3844,Steglitz-Zehlendorf,2018,Other,,,,,,,,,,,,
921,921,Jugendfreizeitheim Jungfernstieg 19,12207,Gas,146789,15807,Steglitz-Zehlendorf,2018,Platz,,,,,,,,,,,,
922,922,JAZ - Jugendausbildungszentrum,14129,Gas,2384121,38405,Steglitz-Zehlendorf,2018,Kultur,,,,,,,,,,,,
923,923,Jugendfreizeitheim Memlingstraße 14a,12203,Gas,139316,7355,Steglitz-Zehlendorf,2018,Platz,,,,,,,,,,,,
924,924,KBH Ramsteinweg,14165,Gas,111721,18017,Steglitz-Zehlendorf,2018,Other,,,,,,,,,,,,
925,925,Jugendfreizeitheim Scheelestr/Osdorferstr.,12209,Fernwärme,152903,0,Steglitz-Zehlendorf,2018,Platz,,,,,,,,,,,,
926,926,Jugendgesundheitsdienst Schwendenerstraße,14195,Gas,56527,4823,Steglitz-Zehlendorf,2018,Büro,,,,,,,,,,,,
927,927,"Jugendfreizeitheim ""Haus Teltow""",14167,Gas,131015,16294,Steglitz-Zehlendorf,2018,Kultur,,,,,,,,,,,,
928,928,Kinderhaus Schlachtensee (Kinderheim Lindenhof),14163,Gas,507174,40683,Steglitz-Zehlendorf,2018,Kultur,,,,,,,,,,,,
929,929,Jugendheim Wichurastraße 59,12249,Gas,57416,5898,Steglitz-Zehlendorf,2018,Platz,,,,,,,,,,,,
930,930,Jugendwerkheim Königin-Luise-Straße 94,14195,Gas,515083,2353,Steglitz-Zehlendorf,2018,Other,,,,,,,,,,,,
931,931,"""Haus Lankwitz"" Bethovenstraße 28-38",12247,Gas,988798,92275,Steglitz-Zehlendorf,2018,Kultur,,,,,,,,,,,,
932,932,Jugendheim Bergstr. 2,14109,Gas,63652,50007,Steglitz-Zehlendorf,2018,Other,,,,,,,,,,,,
933,933,Stadion Lichterfelde,12207,Gas,640132,8197,Steglitz-Zehlendorf,2018,Other,,,,,,,,,,,,
934,934,Sportanlage Lessingstraße,12169,Gas,597992,66182,Steglitz-Zehlendorf,2018,Sport,,,,,,,,,,,,
935,935,Sportanlage Osdorferstraße,12207,Fernwärme,25929,335776,Steglitz-Zehlendorf,2018,Sport,,,,,,,,,,,,
936,936,Sportanlage Malteserstraße,12249,Gas,74992,11979,Steglitz-Zehlendorf,2018,Sport,,,,,,,,,,,,
937,937,Sportanlage Leonorenstr./Edenkobenerweg,12247,Fernwärme,858981,370338,Steglitz-Zehlendorf,2018,Sport,,,,,,,,,,,,
938,938,Sportanlage Schildhornstr./Kreuznacherstr.,12163,Gas,118168,41541,Steglitz-Zehlendorf,2018,Sport,,,,,,,,,,,,
939,939,Rollschuhbahn Mühlenstraße,12249,Gas,12191,8624,Steglitz-Zehlendorf,2018,Platz,,,,,,,,,,,,
940,940,Sportanlage Gallwitzallee,12249,Gas,112735,24554,Steglitz-Zehlendorf,2018,Sport,,,,,,,,,,,,
941,941,Sportanlage Wedellstraße,12249,Gas,712384,72125,Steglitz-Zehlendorf,2018,Sport,,,,,,,,,,,,
942,942,Gymnastikhalle Wannsee,14109,Gas,79928,0,Steglitz-Zehlendorf,2018,Other,,,,,,,,,,,,
943,943,Sportplatz Wannsee & Alsenstraße,14109,Gas,14298,10814,Steglitz-Zehlendorf,2018,Sport,,,,,,,,,,,,
944,944,Sporthalle Zehlendorf,14169,Gas,326525,0,Steglitz-Zehlendorf,2018,Sport,,,,,,,,,,,,
945,945,Cole Sports Center Hüttenweg,14195,Fernwärme,522776,0,Steglitz-Zehlendorf,2018,Sport,,,,,,,,,,,,
946,946,Sporthalle Marshallstraße,14169,Fernwärme,241333,0,Steglitz-Zehlendorf,2018,Sport,,,,,,,,,,,,
947,947,Ernst-Reuter-Sportfeld,14169,Gas,490752,27471,Steglitz-Zehlendorf,2018,Sport,,,,,,,,,,,,
948,948,Sportplatz Sachtlebenstraße,14165,Gas,192828,15163,Steglitz-Zehlendorf,2018,Sport,,,,,,,,,,,,
949,949,"Seniorenfreizeitstätte ""Maria Rimkus""",12249,Gas,40184,1462,Steglitz-Zehlendorf,2018,Wohnung,,,,,,,,,,,,
950,950,Seniorenfreizeitstätte Ostpreußendamm 52,12207,Gas,6136,8432,Steglitz-Zehlendorf,2018,Wohnung,,,,,,,,,,,,
951,951,"Seniorenfreizeitstätte Selerweg 18 - ""Club Steglitz""",12169,Gas,43878,11325,Steglitz-Zehlendorf,2018,Wohnung,,,,,,,,,,,,
952,952,Seniorenfreizeitstätte Bolchener Str. 5,14167,Fernwärme,10581,16454,Steglitz-Zehlendorf,2018,Wohnung,,,,,,,,,,,,
953,953,"Seniorenfreizeitstätte ""Nord"" - Argentinische Allee 89",14167,Gas,120445,236,Steglitz-Zehlendorf,2018,Wohnung,,,,,,,,,,,,
954,954,"Seniorenfreizeitstätte ""Süd"" - Teltower Damm 226",14167,Gas,64125,14377,Steglitz-Zehlendorf,2018,Wohnung,,,,,,,,,,,,
955,955,"SWH ""Kurt Arnold"" Mudrastraße 1-11",12249,Fernwärme,0,0,Steglitz-Zehlendorf,2018,Platz,,,,,,,,,,,,
956,956,SWH Tautenburger Straße 34,12249,Fernwärme,15809,776,Steglitz-Zehlendorf,2018,Other,,,,,,,,,,,,
957,957,"SWH ""Haus Dreilinden"" - Dreilindenstraße 81-85",14109,Fernwärme,0,0,Steglitz-Zehlendorf,2018,Kultur,,,,,,,,,,,,
958,958,Rathaus Steglitz,12163,Fernwärme,117704,76435,Steglitz-Zehlendorf,2018,Kultur,,,,,,,,,,,,
959,959,Rathaus Lichterfelde,12207,Gas,434755,39819,Steglitz-Zehlendorf,2018,Kultur,,,,,,,,,,,,
960,960,Rathaus Zehlendorf,14163,Gas,2670701,879742,Steglitz-Zehlendorf,2018,Kultur,,,,,,,,,,,,
961,961,Grundstücksamt - Martin-Buber-Straße 2,14163,Gas,72468,0,Steglitz-Zehlendorf,2018,Other,,,,,,,,,,,,
962,962,Standesamt Teltower Damm 10,14167,Gas,70716,0,Steglitz-Zehlendorf,2018,Other,,,,,,,,,,,,
963,963,Jugendamt-Regionalendienst - Hohenzollernstr. 11,14163,Gas,114903,5545,Steglitz-Zehlendorf,2018,Other,,,,,,,,,,,,
964,964,Gesundheitsamt Potsdamer Straße 8,14163,Gas,281162,0,Steglitz-Zehlendorf,2018,Büro,,,,,,,,,,,,
965,965,Erziehungs-u. Familienberatung Königin-Luise-Str. 88,14195,Gas,0,12436,Steglitz-Zehlendorf,2018,Other,,,,,,,,,,,,
966,966,Vet.- u. Lebensmittelaufsicht Königin-Luise-Str. 92,14195,Gas,0,20124,Steglitz-Zehlendorf,2018,Other,,,,,,,,,,,,
967,967,Vet.- u. Lebensmittelaufsicht Königin-Luise-Str. 96,14195,Gas,0,16422,Steglitz-Zehlendorf,2018,Other,,,,,,,,,,,,
968,968,Ratswaage-Frauenverein,12247,Gas,11655,494,Steglitz-Zehlendorf,2018,Other,,,,,,,,,,,,
969,969,Gutshaus Steglitz,12165,Fernwärme,120869,331,Steglitz-Zehlendorf,2018,Kultur,,,,,,,,,,,,
970,970,Stadtteilbibliothek Lankwitz,12247,Gas,135961,28028,Steglitz-Zehlendorf,2018,Schule,,,,,,,,,,,,
971,971,Gottfried-Benn Bibliothek,14163,Gas,190719,0,Steglitz-Zehlendorf,2018,Schule,,,,,,,,,,,,
972,972,Schwartzsche Villa,12165,Fernwärme,152451,4302,Steglitz-Zehlendorf,2018,Other,,,,,,,,,,,,
973,973,Musikschule und Kunstamt,12169,Gas,54628,10859,Steglitz-Zehlendorf,2018,Schule,,,,,,,,,,,,
974,974,VHS - Haus der Volkshochschule,14163,Gas,230927,0,Steglitz-Zehlendorf,2018,Schule,,,,,,,,,,,,
975,975,VHS Lehrstätte Rondellstraße 5,14163,Gas,71135,1818,Steglitz-Zehlendorf,2018,Platz,,,,,,,,,,,,
976,976,VHS Geschäftsstelle Markgrafenstraße 3,14163,Gas,76328,0,Steglitz-Zehlendorf,2018,Platz,,,,,,,,,,,,
977,977,Heimatverein/Kunstamt,14163,Gas,68201,5975,Steglitz-Zehlendorf,2018,Other,,,,,,,,,,,,
978,978,Jugendverkehrsschule - Steglitz (Schulverkehrsgarten),12167,Elektroheizung,11893,12649,Steglitz-Zehlendorf,2018,Schule,,,,,,,,,,,,
979,979,Verwaltungsgebäude - Ordnungsamt / Jugendamt,12203,Fernwärme,13007,3486,Steglitz-Zehlendorf,2018,Other,,,,,,,,,,,,
980,980,Sozialpsychiatrischer Dienst Bergstraße,12169,Gas,168113,17691,Steglitz-Zehlendorf,2018,Platz,,,,,,,,,,,,
981,981,Fürsorgestelle Sonnebergerweg,12209,Gas,157947,7528,Steglitz-Zehlendorf,2018,Other,,,,,,,,,,,,
982,982,Fürsorgestelle Mercatorweg,12207,Fernwärme,76838,27569,Steglitz-Zehlendorf,2018,Other,,,,,,,,,,,,
983,983,Jugendgesundheitsdienst Charlottenstr. 10,14109,Gas,89509,0,Steglitz-Zehlendorf,2018,Büro,,,,,,,,,,,,
984,984,Sozialpsychiatrischer Dienst Königstr. 36,14163,Gas,137927,10149,Steglitz-Zehlendorf,2018,Other,,,,,,,,,,,,
985,985,PUK Albrechtstraße 47,12167,Nachtspeicher-heizung,56763,9489,Steglitz-Zehlendorf,2018,Platz,,,,,,,,,,,,
986,986,PUK Am Gemeindepark 1,12249,Gas,0,28343,Steglitz-Zehlendorf,2018,Platz,,,,,,,,,,,,
987,987,PUK Bergstraße 50,12169,Nachtspeicher-heizung,27768,11756,Steglitz-Zehlendorf,2018,Platz,,,,,,,,,,,,
988,988,PUK Goebenstraße 4,12167,Elektroheizung,259,288,Steglitz-Zehlendorf,2018,Platz,,,,,,,,,,,,
989,989,PUK Hindenburgdamm 26-28,12203,Nachtspeicher-heizung,750,0,Steglitz-Zehlendorf,2018,Other,,,,,,,,,,,,
990,990,PUK Klingsorstraße 96 a,12203,Gas,15289,789,Steglitz-Zehlendorf,2018,Platz,,,,,,,,,,,,
991,991,PUK Krahmerstraße 14,12207,Gas,39731,4592,Steglitz-Zehlendorf,2018,Platz,,,,,,,,,,,,
992,992,PUK Ostpreußendamm 95 c,12207,Nachtspeicher-heizung,0,3384,Steglitz-Zehlendorf,2018,Other,,,,,,,,,,,,
993,993,PUK Preysingstrraße 44,12249,Elektroheizung,0,0,Steglitz-Zehlendorf,2018,Other,,,,,,,,,,,,
994,994,PUK Schildhornstraße 5 a,12163,Nachtspeicher-heizung,0,0,Steglitz-Zehlendorf,2018,Platz,,,,,,,,,,,,
995,995,PUK Schütte-Lanz-Straße 59,12209,Gas,95682,4717,Steglitz-Zehlendorf,2018,Other,,,,,,,,,,,,
996,996,PUK Stubenrauchstraße 14 a,12203,Nachtspeicher-heizung,22704,5442,Steglitz-Zehlendorf,2018,Platz,,,,,,,,,,,,
997,997,PUK Wunsiedeler Weg 28,12247,Nachtspeicher-heizung,0,0,Steglitz-Zehlendorf,2018,Other,,,,,,,,,,,,
998,998,Werkhof Dillgestraße / Charlottenstraße,12247,Gas,458565,39098,Steglitz-Zehlendorf,2018,Platz,,,,,,,,,,,,
999,999,Friedhof Bergstaße 38,12169,Gas,371932,49294,Steglitz-Zehlendorf,2018,Denkmal,,,,,,,,,,,,
1000,1000,Friedhof Lange Straße 8,12209,Gas,53363,7899,Steglitz-Zehlendorf,2018,Denkmal,,,,,,,,,,,,
1001,1001,Friedhof Moltkestraße 41 a - 42,12203,Nachtspeicher-heizung,17125,9897,Steglitz-Zehlendorf,2018,Platz,,,,,,,,,,,,
1002,1002,Parkfriedhof Thuner Platz 2 - 4,12205,Gas,394429,42841,Steglitz-Zehlendorf,2018,Platz,,,,,,,,,,,,
1003,1003,PUK Am Erlenbusch,14169,Gas,26563,1413,Steglitz-Zehlendorf,2018,Other,,,,,,,,,,,,
1004,1004,PUK Am Schlachtensee 72  - Paul-Ernst-Park,14129,Gas,34226,4801,Steglitz-Zehlendorf,2018,Platz,,,,,,,,,,,,
1005,1005,PUK Berlepschstraße 153 - Grünzug Düppel-Süd,14165,Nachtspeicher-heizung,545,35,Steglitz-Zehlendorf,2018,Platz,,,,,,,,,,,,
1006,1006,PUK Bitterstr. 12a - Thielpark,14195,Gas,1368,2589,Steglitz-Zehlendorf,2018,Platz,,,,,,,,,,,,
1007,1007,PUK Dahlemer Weg  - Heinrich-Laehr-Park,14167,Nachtspeicher-heizung,0,276,Steglitz-Zehlendorf,2018,Platz,,,,,,,,,,,,
1008,1008,PUK Finkenstr. 13 - Finkenpark,14195,Nachtspeicher-heizung,16753,2889,Steglitz-Zehlendorf,2018,Platz,,,,,,,,,,,,
1009,1009,PUK Hohentwielsteig - ehem. Baumschule,14163,Elektroheizung,0,0,Steglitz-Zehlendorf,2018,Schule,,,,,,,,,,,,
1010,1010,PUK Königstr. 35 - Glienicker Park,14109,Gas,52378,10514,Steglitz-Zehlendorf,2018,Platz,,,,,,,,,,,,
1011,1011,PUK Königstr. 42 - Gymnastikhalle Wannsee,14109,Gas,165,5917,Steglitz-Zehlendorf,2018,Other,,,,,,,,,,,,
1012,1012,PUK Leichhardtstraße - Dreipfuhlpark,14195,other,39415,1549,Steglitz-Zehlendorf,2018,Platz,,,,,,,,,,,,
1013,1013,PUK Krottnauer Straße,14129,Elektroheizung,0,0,Steglitz-Zehlendorf,2018,Other,,,,,,,,,,,,
1014,1014,PUK Nibelungenstraße 50,14109,Gas,27731,9301,Steglitz-Zehlendorf,2018,Platz,,,,,,,,,,,,
1015,1015,PUK Onkel-Tom-Str. 40 & 63 - Fischtalpark,14169,Gas,44236,0,Steglitz-Zehlendorf,2018,Platz,,,,,,,,,,,,
1016,1016,PUK Onkel-Tom-Str. 165 - 167 Y - Rodelbahn,14169,Elektroheizung,0,0,Steglitz-Zehlendorf,2018,Other,,,,,,,,,,,,
1017,1017,PUK Rondellstraße - Gemeindewäldchen,14163,Nachtspeicher-heizung,0,360,Steglitz-Zehlendorf,2018,Platz,,,,,,,,,,,,
1018,1018,PUK Rötheweg 4 - Elvirasteig,14129,Nachtspeicher-heizung,16638,483,Steglitz-Zehlendorf,2018,Other,,,,,,,,,,,,
1019,1019,PUK Sachtlebenstraße 55,14165,Nachtspeicher-heizung,1631,3909,Steglitz-Zehlendorf,2018,Platz,,,,,,,,,,,,
1020,1020,PUK Sundgauer Str. 133,14167,Fernwärme,24792,12306,Steglitz-Zehlendorf,2018,Other,,,,,,,,,,,,
1021,1021,PUK Thielallee 57 - Thielpark,14169,Gas,42139,1481,Steglitz-Zehlendorf,2018,Platz,,,,,,,,,,,,
1022,1022,PUK Niklasstraße 2 c - Lagerplatz,14163,Gas,0,16586,Steglitz-Zehlendorf,2018,Platz,,,,,,,,,,,,
1023,1023,Freilandlabor - Zehlendorf - Sachtlebenstraße 32,14165,Gas,49103,2091,Steglitz-Zehlendorf,2018,Platz,,,,,,,,,,,,
1024,1024,Friedhof Dahlem - Königin-Luise-Straße 57,14195,Nachtspeicher-heizung,1237,266,Steglitz-Zehlendorf,2018,Denkmal,,,,,,,,,,,,
1025,1025,Friedhof Wannsee - Friedensstraße 8 / 10,14109,Gas,27558,6306,Steglitz-Zehlendorf,2018,Platz,,,,,,,,,,,,
1026,1026,Friedhof Zehlendorf - Onkel-Tom-Straße 26 / 30,14165,Gas,53781,279924,Steglitz-Zehlendorf,2018,Denkmal,,,,,,,,,,,,
1027,1027,Waldfriedhof Dahlem - Hüttenweg 47,14195,Gas,152215,9701,Steglitz-Zehlendorf,2018,Denkmal,,,,,,,,,,,,
1028,1028,Waldfriedhof Zehlendorf - Wasgensteig 30,14129,Gas,222093,59131,Steglitz-Zehlendorf,2018,Denkmal,,,,,,,,,,,,
1029,1029,Berliner Str. 15a,14169,Gas,107014,11623,Steglitz-Zehlendorf,2018,Other,,,,,,,,,,,,
1030,1030,Berliner Str. 19,14169,Gas,460301,50850,Steglitz-Zehlendorf,2018,Other,,,,,,,,,,,,
1031,1031,Schule am Fennpfuhl,10369,Fernwärme,291041,49950,Lichtenberg,2019,Schule,,,,,,,,,,,,
1032,1032,Schule am Fennpfuhl,10369,Fernwärme,291041,49950,Lichtenberg,2019,Schule,,,,,,,,,,,,
1033,1033,Bürogebäude,10315,Fernwärme,403555,72427,Lichtenberg,2019,Büro,,,,,,,,,,,,
1034,1034,Garage,10315,Fernwärme,0,228356,Lichtenberg,2019,Other,,,,,,,,,,,,
1035,1035,Schule,10315,Fernwärme,0,13481,Lichtenberg,2019,Schule,,,,,,,,,,,,
1036,1036,Sporthalle,10315,Fernwärme,103981,17488,Lichtenberg,2019,Sport,,,,,,,,,,,,
1037,1037,Adam-Ries-Schule,10315,Fernwärme,545253,98080,Lichtenberg,2019,Schule,,,,,,,,,,,,
1038,1038,Sporthalle,13051,Fernwärme,218652,23973,Lichtenberg,2019,Sport,,,,,,,,,,,,
1039,1039,Martin-Niemöller-Schule,13053,Fernwärme,433327,72100,Lichtenberg,2019,Schule,,,,,,,,,,,,
1040,1040,Schule Am Breiten Luch,13053,Fernwärme,0,4743,Lichtenberg,2019,Schule,,,,,,,,,,,,
1041,1041,Schule Am Breiten Luch,13053,Fernwärme,580132,44650,Lichtenberg,2019,Schule,,,,,,,,,,,,
1042,1042,Tennisplatz,10367,Fernwärme,0,5479,Lichtenberg,2019,Platz,,,,,,,,,,,,
1043,1043,Brunnen,10367,Fernwärme,0,330,Lichtenberg,2019,Platz,,,,,,,,,,,,
1044,1044,Alexander-Puschkin-Schule,10315,Fernwärme,128753,13901,Lichtenberg,2019,Schule,,,,,,,,,,,,
1045,1045,Sporthalle,10369,Fernwärme,171846,50841,Lichtenberg,2019,Sport,,,,,,,,,,,,
1046,1046,Anton-Saefkow-Bibliothek,10369,Fernwärme,0,56439,Lichtenberg,2019,Schule,,,,,,,,,,,,
1047,1047,Schule auf dem lichten Berg,10365,Fernwärme,401303,70850,Lichtenberg,2019,Schule,,,,,,,,,,,,
1048,1048,Jugendverkehrsschule,10319,Fernwärme,144361,3985,Lichtenberg,2019,Schule,,,,,,,,,,,,
1049,1049,Schule im Ostseekarree,13051,Fernwärme,378549,55950,Lichtenberg,2019,Schule,,,,,,,,,,,,
1050,1050,Schule am Roedernplatz,10367,Fernwärme,499973,59600,Lichtenberg,2019,Schule,,,,,,,,,,,,
1051,1051,Schule am Roedernplatz,10367,Fernwärme,101346,18794,Lichtenberg,2019,Schule,,,,,,,,,,,,
1052,1052,Hans-Rosenthal-Grundschule,10367,Fernwärme,378625,38640,Lichtenberg,2019,Schule,,,,,,,,,,,,
1053,1053,Sportfunktionsgebäude,10365,Erdgas H,83557,26132,Lichtenberg,2019,Sport,,,,,,,,,,,,
1054,1054,Sportfunktionsgebäude,10365,Fernwärme,40320,8988,Lichtenberg,2019,Sport,,,,,,,,,,,,
1055,1055,"""Die Arche""",13053,Erdgas H,61866,11264,Lichtenberg,2019,Other,,,,,,,,,,,,
1056,1056,Schule Am Faulen See,13053,Erdgas H,445852,88750,Lichtenberg,2019,Schule,,,,,,,,,,,,
1057,1057,Tbc-Fürsorgestelle,10367,Fernwärme,0,28149,Lichtenberg,2019,Büro,,,,,,,,,,,,
1058,1058,Filiale Grüner Campus Malchow,13051,Fernwärme,0,60850,Lichtenberg,2019,Schule,,,,,,,,,,,,
1059,1059,Filiale Grüner Campus Malchow,13051,Fernwärme,856790,47550,Lichtenberg,2019,Schule,,,,,,,,,,,,
1060,1060,Filiale Grüner Campus Malchow,13051,Fernwärme,236680,34150,Lichtenberg,2019,Schule,,,,,,,,,,,,
1061,1061,Filiale Grüner Campus Malchow,13051,Fernwärme,0,630,Lichtenberg,2019,Schule,,,,,,,,,,,,
1062,1062,Immanuel-Kant-Gymnasium,10319,Fernwärme,117071,9660,Lichtenberg,2019,Sport,,,,,,,,,,,,
1063,1063,Sportfunktionsgebäude,10319,Fernwärme,64589,27299,Lichtenberg,2019,Sport,,,,,,,,,,,,
1064,1064,Fil. Paul-und Charlotte-Kniese-Schule,10319,Fernwärme,563194,134320,Lichtenberg,2019,Schule,,,,,,,,,,,,
1065,1065,Fil. Paul-und Charlotte-Kniese-Schule,10319,Fernwärme,0,20500,Lichtenberg,2019,Schule,,,,,,,,,,,,
1066,1066,"""Betonoase""",10319,Fernwärme,39590,7913,Lichtenberg,2019,Other,,,,,,,,,,,,
1067,1067,Naturschutzstation,13051,Erdgas H,62684,0,Lichtenberg,2019,Other,,,,,,,,,,,,
1068,1068,Gut Falkenberg,13057,Erdgas H,0,26932,Lichtenberg,2019,Kultur,,,,,,,,,,,,
1069,1069,Sporthalle,13053,Fernwärme,185622,16534,Lichtenberg,2019,Sport,,,,,,,,,,,,
1070,1070,Gebäude,13059,Fernwärme,69760,1391,Lichtenberg,2019,Other,,,,,,,,,,,,
1071,1071,Gebäude,13059,Fernwärme,36657,0,Lichtenberg,2019,Other,,,,,,,,,,,,
1072,1072,Bürogebäude,13059,Fernwärme,138518,70000,Lichtenberg,2019,Büro,,,,,,,,,,,,
1073,1073,Richard-Wagner-Schule,10318,Erdgas H,459057,64100,Lichtenberg,2019,Schule,,,,,,,,,,,,
1074,1074,Richard-Wagner-Schule,10318,other,0,29820,Lichtenberg,2019,Schule,,,,,,,,,,,,
1075,1075,JFE,10319,Fernwärme,539234,0,Lichtenberg,2019,Other,,,,,,,,,,,,
1076,1076,Bodo-Uhse-Bibliothek,10319,Fernwärme,0,54100,Lichtenberg,2019,Schule,,,,,,,,,,,,
1077,1077,Paul-und-Charlotte-Kniese-Schule,10319,Fernwärme,918073,316859,Lichtenberg,2019,Schule,,,,,,,,,,,,
1078,1078,Paul-und-Charlotte-Kniese-Schule,10319,Fernwärme,69372,21114,Lichtenberg,2019,Schule,,,,,,,,,,,,
1079,1079,JFE “Tierparkclub / Naturzentrum“,10319,Fernwärme,203970,25150,Lichtenberg,2019,Kultur,,,,,,,,,,,,
1080,1080,Sporthalle,13057,Erdgas H,0,376,Lichtenberg,2019,Sport,,,,,,,,,,,,
1081,1081,Sportfunktionsgebäude,13059,Erdgas H,181106,47291,Lichtenberg,2019,Sport,,,,,,,,,,,,
1082,1082,Sportfunktionsgebäude,10317,Erdgas H,110978,41998,Lichtenberg,2019,Sport,,,,,,,,,,,,
1083,1083,Egon-Erwin-Kisch-Bibliothek,10365,Fernwärme,0,45150,Lichtenberg,2019,Schule,,,,,,,,,,,,
1084,1084,Keramikatelier ,10365,Fernwärme,0,19940,Lichtenberg,2019,Kultur,,,,,,,,,,,,
1085,1085,Sonnenuhr-Schule,10369,Fernwärme,319544,56600,Lichtenberg,2019,Schule,,,,,,,,,,,,
1086,1086,Johann-Gottfried-Herder-Gymnasium,10369,Fernwärme,501543,106050,Lichtenberg,2019,Sport,,,,,,,,,,,,
1087,1087,Alexander-Puschkin-Schule,10319,Fernwärme,78780,8093,Lichtenberg,2019,Schule,,,,,,,,,,,,
1088,1088,Kapelle,13053,Fernwärme,0,1,Lichtenberg,2019,Other,,,,,,,,,,,,
1089,1089,Gebäude,10315,Fernwärme,60858,2487,Lichtenberg,2019,Other,,,,,,,,,,,,
1090,1090,Sporthalle,10315,Fernwärme,84353,14351,Lichtenberg,2019,Sport,,,,,,,,,,,,
1091,1091,Ausbildungsgebäude,10365,Erdgas H,76933,3307,Lichtenberg,2019,Schule,,,,,,,,,,,,
1092,1092,JFE “Leo’s Hütte”,13059,Fernwärme,51822,6166,Lichtenberg,2019,Other,,,,,,,,,,,,
1093,1093,Bürogebäude,13055,Fernwärme,714705,349385,Lichtenberg,2019,Büro,,,,,,,,,,,,
1094,1094,Gebäude,10365,Erdgas H,319356,10861,Lichtenberg,2019,Other,,,,,,,,,,,,
1095,1095,Schule auf dem lichten Berg,10365,Fernwärme,95942,15171,Lichtenberg,2019,Schule,,,,,,,,,,,,
1096,1096,Hermann-Gmeiner-Schule,10365,Fernwärme,509508,37800,Lichtenberg,2019,Schule,,,,,,,,,,,,
1097,1097,Hermann-Gmeiner-Schule,10365,Fernwärme,0,40800,Lichtenberg,2019,Schule,,,,,,,,,,,,
1098,1098,Sportplatz und JFE “Napf” ,10317,Erdgas H,103527,37329,Lichtenberg,2019,Sport,,,,,,,,,,,,
1099,1099,Schule am Grünen Grund,10365,Flüssiggas,6284,18895,Lichtenberg,2019,Schule,,,,,,,,,,,,
1100,1100,Sportfunktionsgebäude,10369,Flüssiggas,22192,6573,Lichtenberg,2019,Sport,,,,,,,,,,,,
1101,1101,Schule im Gutspark,10367,Fernwärme,320411,73050,Lichtenberg,2019,Schule,,,,,,,,,,,,
1102,1102,Seniorenbegegnungsstätte,10369,Fernwärme,0,5592,Lichtenberg,2019,Wohnung,,,,,,,,,,,,
1103,1103,Brunnen,10367,Fernwärme,0,330,Lichtenberg,2019,Platz,,,,,,,,,,,,
1104,1104,Sporthalle,13059,Fernwärme,345206,11012,Lichtenberg,2019,Sport,,,,,,,,,,,,
1105,1105,34. Grundschule,13055,Fernwärme,61726,33236,Lichtenberg,2019,Schule,,,,,,,,,,,,
1106,1106,Sporthalle,13055,Fernwärme,38848,0,Lichtenberg,2019,Sport,,,,,,,,,,,,
1107,1107,Galerie 100 und Kunstverleih Lichtenberg ,13055,Fernwärme,0,2940,Lichtenberg,2019,Kultur,,,,,,,,,,,,
1108,1108,Brunnen,10369,Fernwärme,0,20850,Lichtenberg,2019,Platz,,,,,,,,,,,,
1109,1109,Manfred-von-Ardenne-Gymnasium,13055,Fernwärme,154076,9136,Lichtenberg,2019,Sport,,,,,,,,,,,,
1110,1110,Brodowin-Schule,13055,Fernwärme,523182,73923,Lichtenberg,2019,Schule,,,,,,,,,,,,
1111,1111,Brodowin-Schule,13055,Fernwärme,137539,34116,Lichtenberg,2019,Schule,,,,,,,,,,,,
1112,1112,Gebäude,10318,Erdgas H,51865,3292,Lichtenberg,2019,Other,,,,,,,,,,,,
1113,1113,Friedrichsfelder Schule,10315,Fernwärme,310221,67150,Lichtenberg,2019,Schule,,,,,,,,,,,,
